"","name","nCalls","nApplied(%)","presolveTime","red"
"1","doubletoneq",1.077,6.8,0.0010264,1.81264865992186
"2","hbr",1,48.7378640776699,0.809378932038835,0.258488325056383
"3","parallelrows",1.007,59.7,0.047874,4.32004953465373
"4","propagation",2.35305719921105,35.7001972386588,0.0486215976331361,62.5668611373562
"5","simplifyineq",1.237,22.7,0.04927,0.787476755110388
